name,date,time,STRD,STRD_Clearsky
RoanCamp,4122020,12/4/2020 6:00,1350945.876,1326584.264
RoanCamp,4122020,12/4/2020 7:00,1407088.104,1367948.089
RoanCamp,4122020,12/4/2020 8:00,1453490.072,1396612.943
RoanCamp,4122020,12/4/2020 9:00,1560185.487,1414001.539
RoanCamp,4122020,12/4/2020 10:00,1557000.648,1412116.148
RoanCamp,4122020,12/4/2020 11:00,1543413.788,1427391.874
RoanCamp,4122020,12/4/2020 12:00,1549067.496,1423138.172
RoanCamp,4122020,12/4/2020 13:00,1527848.572,1419722.988
RoanCamp,4122020,12/4/2020 14:00,1497195.773,1407375.897
RoanCamp,4122020,12/4/2020 15:00,1520685.29,1405257.197
RoanCamp,4122020,12/4/2020 16:00,1517450.992,1399074.807
RoanCamp,4122020,12/4/2020 17:00,1484127.838,1388092.268
RoanCamp,4122020,12/4/2020 18:00,1490608.663,1378715.974
